Runs,GA,DBSCAN1,DBSCAN2,KMEANS1,KMEANS2,AP1,AP2,FCA1,FCA2,MS1,MS2
run_1,249284,248960,237118,248421,239090,248066,245458,247616,239820,249079,241466
run_2,249426,249231,237329,248014,238327,247991,246440,248307,239071,249359,241391
run_3,249125,248961,236975,248511,238559,247585,246706,247988,237980,249124,241754
run_4,249064,248945,237625,248575,239388,247326,246845,248457,239706,249168,240388
run_5,248967,248716,236729,248323,239289,248244,245430,248452,238028,249415,239955
