Runs,GA,DBSCAN1,DBSCAN2,KMEANS1,KMEANS2,AP1,AP2,FCA1,FCA2,MS1,MS2
run_1,0.07025837898254395,3.1001644134521484,2.756316900253296,0.27162957191467285,0.7320468425750732,0.05987906455993652,0.05973196029663086,0.192138671875,1.9440391063690186,1.9414339065551758,1.130669355392456
run_2,0.0699155330657959,3.091536283493042,2.4995596408843994,0.3901956081390381,0.31484293937683105,0.16798877716064453,0.052008867263793945,0.19167160987854004,1.9563019275665283,1.7284340858459473,2.3638052940368652
run_3,0.07099080085754395,2.800048589706421,2.4769911766052246,0.5429892539978027,0.6274523735046387,0.05062460899353027,0.05129432678222656,0.20003437995910645,1.9387116432189941,0.8425135612487793,0.974125862121582
run_4,0.07326984405517578,2.7936525344848633,2.9196863174438477,0.4844493865966797,0.7914152145385742,0.13693475723266602,0.07709360122680664,0.19362640380859375,1.9077229499816895,0.47328615188598633,0.4334132671356201
run_5,0.06926655769348145,2.5905332565307617,2.5515501499176025,0.5540060997009277,0.17990994453430176,0.0771493911743164,0.05787158012390137,0.19388723373413086,1.967689037322998,1.207815408706665,3.305560827255249
